movieId,title,genres,storyline,country,language,director,release_year,runtime,age_rating,tag_1,tag_2,tag_3
3125,"End of the Affair, The (1999)",Drama,"1946 London. One evening, novelist Maurice Bendrix runs into his old friend, mild-mannered government minister Henry Miles, who he has not seen in two years. Maurice met Henry and his wife Sarah Miles in 1939 when they were neighbors off the Common, Maurice using the notion of Henry as research for a character for one of his novels. The reason they have not seen each other in such a long time is that last meeting is when Sarah, without warning, abruptly ended her affair with Maurice, an affair of which Henry had and has no knowledge. This meeting at least brings Maurice back into the Miles' realm and again seeing Sarah. Maurice is as dismayed to hear as Henry is dismayed to tell that he believes Sarah currently is having an affair. Beyond still being in love with her, the deeper reason for Maurice's dismay is not only Sarah having professed her eternal love for him during the time they were together, but her vow that she would never sleep with another man, her and Henry's marriage, while one of emotional need, not of romantic love or sex. Stemming from a conversation between the two men, Maurice employs a detective agency to discover the nature of what Henry believes is Sarah's affair. In the process of discovering what Sarah has been doing, Maurice may discover what happened to end their affair and if she has been true to her word of her eternal love and sexual faithfulness to him. —Huggo",United Kingdom,English,Neil Jordan,1999.0,1 hour 42 minutes,18,1940s,obsessive love,writer
3127,Holy Smoke (1999),Comedy|Drama,"While on a journey of discovery in exotic India, beautiful young Ruth Barron falls under the influence of a charismatic religious guru. Her desperate parents then hire P.J. Waters, a macho cult de-programmer who confronts Ruth in a remote desert hideaway. But P.J. quickly learns that he's met his match in the sexy, intelligent, and iron-willed Ruth.",United States,"English, Hindi",Jane Campion,1999.0,1 hour 55 minutes,Rated R for strong sexuality and language,female frontal nudity,slapstick comedy,australia
3129,Sweet and Lowdown (1999),Comedy|Drama,"A comedic biopic focused on the life of fictional jazz guitarist Emmett Ray. Ray was an irresponsible, free-spending, arrogant, obnoxious, alcohol-abusing, miserable human being, who was also arguably the best guitarist in the world. We follow Ray's life: bouts of getting drunk, his bizzare hobbies of shooting rats and watching passing trains, his dreams of fame and fortune, his strange obsession with the better-known guitarist Django Reinhardt, and of course, playing his beautiful music. —Martin Lewison <mlewison@utk.edu>",United States,English,Woody Allen,1999.0,1 hour 35 minutes,15,counterfeiting,fellini esque,jazz
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama,"Financial ""Master of the Universe"" Sherman McCoy sees his life unravel when his mistress Maria Ruskin hits a Black boy with his car. When journalist Peter Fallow enflames public opinion with a series of distorted tabloid articles on the accident, the case is seized upon by opportunists like Reverend Bacon and mayoral candidate D.A. Abe Weiss. —Jon Reeves <jreeves@imdb.com>",United States,English,Brian De Palma,1990.0,2 hours 5 minutes,Rated R for language,ethnic slur,gay slur,race relations
3132,Daddy Long Legs (1919),Comedy|Drama,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor. —Jim Beaver <jumblejim@prodigy.net>",United States,"None, English",Marshall Neilan,1919.0,1 hour 25 minutes,Unrated,college,benefactor,boarding school
3134,Grand Illusion (La grande illusion) (1937),Drama|War,"World War I. During an air-reconnaissance mission, German ace pilot Captain von Rauffenstein shoots down the plane of aristocratic French pilot Captain de Boeldieu and his civilian mechanic co-pilot, Lieutenant Maréchal. Before long, the captured officers wind up in the Hallbach POW camp for officers, and they befriend Lieutenant Rosenthal, a wealthy former Jewish banker. There, they organise an escape along with a handful of determined compatriots. However, fate has other plans in store for them. Now, a heavily guarded train transfers the team to the impregnable Wintersborn fortress prison in Alsace, France, overseen by Rauffenstein himself. But something unexpected has happened. As respect and appreciation unite von Rauffenstein and de Boeldieu, the question remains. Will this delicate relationship, and the grand illusion, stand in the way of freedom? —Nick Riganas",France,"French, German, English, Russian",Jean Renoir,1937.0,1 hour 53 minutes,12,prison guard,christmas,burning book
3135,"Great Santini, The (1979)",Drama,"In 1962, the Marine Corps family, the Meechums - parents Lieutenant Colonel Wilbur ""Bull"" Meechum and Lillian Meechum, and their four children Ben Meechum, Mary Anne Meechum, Karen Meechum and Matthew Meechum - are moving like they do most years, this time to Beaufort, South Carolina. Bull - nicknamed ""the Great Santini"" - is known as a great pilot, but has gotten into much trouble in the past for his sophomoric behavior. He runs his family much as a military commander, where they are all to obey his orders without question. Everything he does within the family context he reasons is to build character, but in reality everything ends up being about him. The oldest Ben, approaching manhood, is the one of his offspring who has the greatest issue with his father. Ben wants his respect, but isn't sure if he really loves him. As Ben goes through his senior year in high school, his attempts to play varsity basketball and an incident between black Toomer Smalls - his friend and their cook Arrabella Smalls' son - and racist Red Petus may forever change the dynamic between father and son. —Huggo",United States,English,Lewis John Carlino,1979.0,1 hour 55 minutes,PG,18 year old teenage boy,boys locker room scene,missing man formation
3138,Stealing Home (1988),Drama,"Billy Wyatt is a washed-up baseball player who is called back home to handle the ashes of his childhood sweetheart/first love who had committed suicide. As he searches for what to do with them, he remembers the past and the relationship they had. In doing so he finds himself again. —Gavin A. Fear <g-fear@uwe.ac.uk>",United States,English,Steven Kampmann,1988.0,1 hour 38 minutes,PG-13,ex baseball player,return home,sex
3141,"Two Jakes, The (1990)",Drama,"After the war, L.A. private eye Jake Gittes is hired by realtor Jake Berman. He proves the infidelity of Berman's wife Kitty and sets up a way for her to be caught in the act. At the rendezvous, Berman shoots the co-respondent who turns out to be his business partner. Gittes finds himself in the middle of a complicated web, under pressure from all sides for a wire recording of the fatal encounter. He then realises that the land the partners were developing was once an orange grove connected with a case that he has never quite gotten over. —Jeremy Perkins {J-26}",United States,"English, Mandarin",Jack Nicholson,1990.0,2 hours 17 minutes,18,year 1948,1940s,marital infidelity
3142,U2: Rattle and Hum (1988),Documentary|Musical,"This film documents the 1987 North American tour of the great rock band U2. Fresh with their success of their best selling album ""The Joshua Tree"", the band plays monster gigs. Along the way, the band takes the opportunity to indulge in some special musical activities like playing with B.B. King and performing ""I Still Haven't Found What I'm Looking"" with a famous church choir. All the while, concert footage of the band's biggest hits on tour are featured while Bono speaks his mind on the problems of his homeland. —Kenneth Chisholm (kchishol@rogers.com)",United States,English,Phil Joanou,1988.0,1 hour 39 minutes,PG-13,rock music,rock band,1980s music
3143,Hell in the Pacific (1968),Drama|War,"During World War II, a shot-down American pilot and a marooned Japanese navy captain find themselves stranded on the same small uninhabited island in the Pacific Ocean. Following war logic, each time the crafty Japanese devises something useful, he guards it to deny its use to the Yank, who then steals it, its proceeds or the idea and/or ruins it. Yet each gets his chance to kill and/or capture the other, but neither pushes this to the end. After a while of this pointless pestering, they end up joining forces to build and man a raft... —KGF Vissers",United States,"English, Japanese",John Boorman,1968.0,1 hour 43 minutes,G,friendship between men,world war two,japanese
